,PCA1,PCA2,PCA3,PCA4,UMAP1,UMAP2
McCann_812193000_329_MX452646_posHILIC.mzML,0.064816125,0.8482788,-0.08264114,-0.44385025,8.019527,-11.1009655
batch4/KL_200510_M436_271.mzML,0.70479727,-0.6053798,-1.1417106,-2.0687206,-4.2413306,9.276054
F088_210804_M462_285.mzML,-2.0427458,-0.9819975,-1.9125079,0.55844885,16.020058,14.246225
10jan12_21-r001.mzML,-0.4710522,-0.090730995,-0.18674427,0.12846646,8.480817,6.1899657
McCann_812027000_325_MX452646_posHILIC.mzML,-0.033487964,0.5948689,0.13341193,-0.117161244,6.41948,4.545653
10jan12_42-r002.mzML,-3.467287,-0.75967795,-0.09166955,0.95604515,17.736532,0.011065683
F088_210806_M462_273.mzML,-0.75579935,0.10490575,-1.4631832,0.609313,17.176342,14.723313
F088_210730_M462_147.mzML,-2.1115904,-0.80895996,-1.9094576,0.60319555,16.073334,14.247184
batch20/VT_200907_M436_011.mzML,-0.002306201,-1.2911309,-0.8089573,-2.0128229,-4.7915688,9.062172
F088_210808_M462_051.mzML,0.7526784,2.1730335,0.12296252,0.14842038,9.752102,1.4215969
McCann_812058000_307_MX452646_posHILIC.mzML,0.02872942,0.6471744,-0.10165859,-0.4698724,8.096706,-11.081876
batch7/KL_200514_M436_281.mzML,0.17692322,-1.1183403,-1.0754205,-2.2464375,-4.6675973,9.095443
McCann_812027070_326_MX452646_posHILIC.mzML,0.11275067,1.3561137,-0.02180892,-0.7470501,7.5551276,-11.062511
F088_210808_M462_011.mzML,-2.796265,-1.6054418,-2.0771992,0.4550528,15.716847,14.169279
F088_210723_M462_281.mzML,-1.2420775,0.022698041,-1.7610345,0.74999607,16.964977,14.579577
McCann_812130220_013_MX452646_posHILIC.mzML,0.1809314,0.4226282,0.029545045,-0.26614144,6.2901335,4.6669607
B9_WU350-382_d0_polar_pos.mzML,0.17337245,1.6074502,1.3383043,-0.6961708,11.105658,-9.141421
F088_210728_M462_253.mzML,0.26558647,1.2595623,0.041122906,-0.047349937,9.516639,2.0590248
F088_210813_M462_173.mzML,-2.8146822,-1.7757969,-1.1299763,0.7319848,13.66916,18.538158
F088_210728_M462_273.mzML,-0.6659583,0.022995116,-1.4708673,0.7880059,17.17717,14.72507
B9_WU350-341_d7_polar_pos.mzML,-0.003833522,1.1121078,0.895409,-0.45030212,10.600305,-8.789473
batch14/VT_200830_M436_147.mzML,-0.06595176,-1.6222222,-0.82152665,-2.1031072,-4.8401093,9.035122
McCann_812259000_016_MX452646_posHILIC.mzML,0.078052305,0.75884354,-0.094713874,-0.41296294,8.009377,-11.099368
F088_210813_M462_169.mzML,-3.048252,-1.9588318,-1.1639384,0.7502655,13.666769,18.554056
B3_WU350-069_d0_polar_pos.mzML,0.02490485,0.95635456,0.9644004,-0.30209988,10.49742,-8.917948
B7_WU350-293_d0_polar_pos.mzML,-0.20864478,0.65698826,0.6262768,-0.31174728,10.717217,-8.241618
F088_210723_M462_007.mzML,-0.5430174,0.22964504,-1.3184181,0.91941965,17.403435,14.913194
F088_210813_M462_317.mzML,-2.4145741,-1.4926083,-0.8763711,0.68444806,13.68841,18.463737
B7_WU350-274_d0_polar_pos.mzML,0.32879117,2.1290524,1.8065478,-0.91157055,11.343144,-9.064801
B7_WU350-289_d7_polar_pos.mzML,-0.07004862,0.7581994,0.5287205,-0.24458803,10.489965,-8.740379
B1_WU350-050_d3_polar_pos.mzML,-0.07755191,-0.14578192,-0.13712412,0.2982239,7.8231854,6.338352
batch15/VT_200901_M436_011.mzML,-0.1347273,-2.0778546,-0.82963777,-2.0254133,-5.0177636,8.916881
McCann_812054150_223_MX452646_posHILIC.mzML,-1.2263107,-0.84041244,0.37843564,0.9319833,11.328623,-3.6123996
10jan12_43-r001.mzML,0.18427527,0.51226634,0.17802748,-0.07985915,6.492835,4.6244407
F088_210723_M462_279.mzML,-2.0389452,-0.7167812,-1.9552552,0.83800656,16.130522,14.261875
F088_210708_M462_069.mzML,-0.08687324,0.74640614,-0.17838411,-1.1101649,8.192698,1.3408879
McCann_812168150_073_MX452646_posHILIC.mzML,0.1233242,1.0198646,-0.08390235,-0.61421996,7.9689293,-11.115783
B9_WU350-364_d3_polar_pos.mzML,0.14524311,1.433916,1.1533678,-0.6825274,10.953121,-8.903143
F088_210808_M462_133.mzML,0.32517216,1.6321509,0.25634417,0.3101326,9.990833,1.7022772
B4_WU350-154_d3_polar_pos.mzML,-2.8648794,-1.4018651,-1.7960687,2.695574,8.202103,-2.8323383
batch21/VT_200909_M436_275.mzML,-0.15830731,-1.5252559,-0.8559606,-2.137801,-4.8355713,9.030632
McCann_812236150_248_MX452646_posHILIC.mzML,0.07418814,0.95108265,-0.16632812,-0.56161886,7.933312,-11.169754
B9_WU350-367_d0_polar_pos.mzML,0.03507851,1.4979862,1.1467642,-0.87743247,11.032111,-8.77045
YW_200305_M431_021.mzML,1.359158,1.0806136,2.241373,-2.0793087,8.773779,16.297235
McCann_812290000_276_MX452646_posHILIC.mzML,-2.1889057,-2.1252563,0.9215492,1.9572973,11.443291,-4.1124077
F088_210708_M462_005.mzML,0.0046534003,1.3782322,-0.119438335,-0.8270969,8.281454,1.3233839
McCann_812205150_052_MX452646_posHILIC.mzML,-1.0185739,-0.7491814,0.33841226,0.9746771,11.313916,-3.5582452
B1_WU350-065_d14_polar_pos.mzML,-0.27332786,0.14988331,-0.30491862,0.22321683,8.919133,5.4270983
F088_210808_M462_013.mzML,-2.4940062,-1.2337419,-2.0915911,0.51687515,15.837618,14.215072
McCann_812271000_274_MX452646_posHILIC.mzML,0.025739254,0.7967055,-0.16550264,-0.3899024,8.092075,-11.065129
YW_200319_M431_027.mzML,0.28760666,-1.2182535,0.57671237,0.7154302,-1.3300825,-2.6125593
10jan12_12-r001.mzML,0.063263096,0.7799922,0.46139008,0.24023826,6.342379,4.2678127
YW_200319_M431_039.mzML,-0.15366417,0.59590536,1.9342513,-1.2840066,8.352194,15.471996
B9_WU350-356_d3_polar_pos.mzML,-0.32252294,0.95756274,0.9909192,-0.6479338,10.887085,-8.267622
F088_210813_M462_043.mzML,0.07592329,0.34880403,0.3726416,0.03376919,6.7941036,4.9835477
B6_WU350-242_d7_polar_pos.mzML,-0.29360408,0.6494022,0.69630486,-0.54147005,10.7123785,-8.217742
F088_210806_M462_279.mzML,-1.6840242,-0.5261545,-1.9516215,0.5576732,16.345009,14.310209
VT_181116_M338_065.mzML,3.1453564,1.20268,-1.9188533,0.74760365,4.48984,0.9064687
B5_WU350-175_d3_polar_pos.mzML,-0.1031439,1.6247311,1.4779942,-0.9139439,11.180912,-8.758863
McCann_812071220_007_MX452646_posHILIC.mzML,-1.7868975,-1.3722167,0.7500934,1.5961202,11.426351,-4.068878
F088_210723_M462_277.mzML,-2.7925088,-1.3972485,-2.124634,0.73024154,15.775278,14.200535
batch18/VT_200905_M436_011.mzML,-0.22541301,-1.6090362,-0.9196,-2.1253672,-4.834575,9.041718
F088_210708_M462_131.mzML,0.3045816,1.5870985,-0.092529744,-0.7503825,8.40094,1.3376333
F088_210728_M462_143.mzML,-0.19366881,1.3885971,0.2581529,0.5871163,8.555253,0.2647647
F088_210806_M462_091.mzML,0.12772359,0.65535516,0.14726536,0.11576219,9.537809,2.8462968
B7_WU350-300_d0_polar_pos.mzML,0.27520618,2.1139092,1.800226,-1.2156812,11.569515,-8.9026785
batch30/VT_200925_M436_285.mzML,2.2688856,-0.45858303,-0.40882188,-2.0073216,-3.4972482,8.923514
B6_WU350-218_d0_polar_pos.mzML,0.05704712,1.4578042,1.2486649,-0.5846068,11.027466,-9.083289
F088_210804_M462_009.mzML,-1.6479927,-0.5588804,-1.6255512,0.5076548,16.383413,14.325306
batch15/VT_200901_M436_003.mzML,-0.30745256,-2.1382697,-0.52229595,-2.1896915,-1.8867012,10.058805
F088_210811_M462_175.mzML,-1.0603265,-0.5504836,-0.050035797,-0.027998405,14.616281,16.748943
McCann_812054220_224_MX452646_posHILIC.mzML,-0.34368628,-0.007674735,-0.06808888,0.5246737,8.904255,5.72055
McCann_812243220_243_MX452646_posHILIC.mzML,0.10250577,1.0474737,-0.17099315,-0.5127845,7.739191,-11.084804
F088_210813_M462_127.mzML,-1.7274462,-1.3115389,-0.00088032754,0.114974916,14.880838,15.716012
batch22/VT_200910_M436_003.mzML,-0.04161325,-1.398448,-0.4908595,-1.9983311,-1.95981,10.010002
10jan12_58-r001.mzML,0.005956295,0.11770008,-0.12017256,-0.1255998,7.7427096,4.9728756
B2_WU350-032_d3_polar_pos.mzML,-2.2324507,-0.85983825,-1.2931472,2.4327605,8.197367,-2.8751566
F088_210726_M462_273.mzML,-1.2377439,-0.27721274,-1.5399796,0.81090945,16.860775,14.515442
F088_210813_M462_203.mzML,0.33847737,0.6363194,0.017325599,-0.26547047,8.014275,2.3280516
F088_210813_M462_315.mzML,-1.8065666,-0.9748763,-0.977871,0.6655451,13.749683,18.017761
F088_210809_M462_145.mzML,-3.0011315,-2.031108,-1.1004822,0.70072526,13.665649,18.55745
F088_210813_M462_331.mzML,-1.1030575,-0.31216344,-0.15860613,0.1404126,14.470923,16.883524
B5_WU350-189_d0_polar_pos.mzML,0.29054704,1.931034,1.681592,-0.8096001,11.228677,-9.132133
batch18/VT_200905_M436_003.mzML,-0.18469346,-1.9530091,-0.4366172,-2.096012,-1.8960637,10.050905
B4_WU350-146_d7_polar_pos.mzML,-2.1364708,-1.0960152,-1.1086092,2.4975622,8.218355,-2.8351097
McCann_812056150_254_MX452646_posHILIC.mzML,-0.1935652,0.092068,0.19912519,0.09560876,8.64429,5.2238607
F088_210813_M462_159.mzML,0.7150409,1.1451916,-0.2193687,-0.49862292,8.788427,1.7417362
F088_210809_M462_141.mzML,-3.7660704,-2.7443764,-1.2903916,0.6008367,13.661636,18.5614
F088_210808_M462_163.mzML,-2.7716494,-2.0705788,-0.7684573,-0.37467927,14.211143,13.64559
F088_210808_M462_281.mzML,-2.37604,-1.0397824,-2.1624115,0.7001658,15.947986,14.235824
F088_210809_M462_271.mzML,-1.2552341,-0.52825725,-0.8818185,0.76285744,13.748734,17.89586
10jan12_42-r001.mzML,-3.159224,-0.6350386,-0.1058204,0.93817323,17.706045,0.008002946
batch12/VT_200827_M436_011.mzML,-0.2594494,-2.837367,-0.9452646,-1.9058223,-5.128612,8.859387
B7_WU350-289_d0_polar_pos.mzML,-0.009784544,1.2209344,1.033861,-0.63507897,10.625971,-8.803824
F088_210811_M462_259.mzML,-1.7006767,-1.207945,-0.005567654,-0.028778534,14.868872,15.752782
F088_210811_M462_275.mzML,-2.2561784,-1.4100841,-0.93926495,0.70960563,13.693691,18.43126
batch20/VT_200907_M436_139.mzML,-0.3303232,-2.9575362,-0.9938463,-1.8547165,-5.131911,8.8597555
B7_WU350-252_d28_polar_pos.mzML,-0.05380618,1.0337101,0.9131471,-0.42311242,10.548433,-8.845479
F088_210708_M462_147.mzML,-1.9950867,-1.0778389,-1.6360966,0.7845358,16.084824,14.254205
F088_210806_M462_013.mzML,-1.5123857,-0.5046421,-1.7686865,0.44588482,16.479818,14.354001
F088_210801_M462_015.mzML,0.4477599,2.263049,0.10280436,-0.15138283,9.155857,0.50726795
F088_210708_M462_065.mzML,0.3546807,1.5525044,-0.15051183,-0.847287,8.419722,1.30017
McCann_812178070_238_MX452646_posHILIC.mzML,0.11219463,0.5488498,-0.17189765,-0.36019716,8.1299095,-11.050483
YW_200319_M431_051.mzML,-0.13746278,0.5539011,2.1096294,-1.2002742,8.340662,15.457668
B7_WU350-280_d7_polar_pos.mzML,-0.4320894,-0.09714548,-0.3368757,0.55282545,8.736642,5.9651427
F088_210806_M462_011.mzML,-1.3872048,-0.3900133,-1.8448915,0.7205912,16.854023,14.517118
B7_WU350-275_d0_polar_pos.mzML,-0.20445637,1.2226255,1.1077163,-0.7985233,10.917425,-8.391721
McCann_812084000_060_MX452646_posHILIC.mzML,-0.6398012,-0.4170934,0.12556864,0.66669047,11.091098,-2.7971678
B6_WU350-206_d3_polar_pos.mzML,0.086661346,1.7563816,1.4823643,-0.9281187,11.272116,-9.105443
F088_210708_M462_197.mzML,0.7110073,1.9619185,-0.08667586,-0.78237104,8.56252,1.2775767
F088_210708_M462_171.mzML,0.08260552,0.89366186,-0.12328773,-0.405574,7.9557714,2.0758235
B7_WU350-208_d28_polar_pos.mzML,-0.2032973,0.4091265,0.4953879,-0.22052513,6.0130644,4.883756
F088_210730_M462_137.mzML,0.57533133,1.8030398,-0.036122464,-0.18343535,8.847473,1.492585
F088_210708_M462_119.mzML,0.74879175,2.2024586,-0.094089694,-0.76397663,8.924188,1.2433438
F088_210806_M462_009.mzML,-0.818963,0.06361469,-1.6073588,0.48909038,17.163105,14.71265
B3_WU350-074_d7_polar_pos.mzML,-0.7340976,-0.11265081,-0.52104354,0.9763967,9.005954,-2.8863513
McCann_812229000_004_MX452646_posHILIC.mzML,0.13510269,0.834323,-0.15749407,-0.47640276,8.073618,-11.086727
F088_210804_M462_003.mzML,0.60269517,2.4314137,0.25561205,0.30561477,9.115095,0.6513527
F088_210811_M462_273.mzML,-3.7389812,-2.7986476,-0.9483371,0.7917971,13.660268,18.56387
F088_210809_M462_277.mzML,-1.7182541,-0.98301136,-0.7716923,0.5831978,13.763471,17.996979
F088_210811_M462_025.mzML,-1.3205417,-0.6404033,-0.37880453,0.39778975,14.601662,16.721716
McCann_812086070_015_MX452646_posHILIC.mzML,0.013873786,0.31006375,-0.03957715,-0.19222689,7.434639,4.5828056
B9_WU350-374_d0_polar_pos.mzML,0.10221444,1.170261,0.9610335,-0.6365545,10.62266,-8.779975
McCann_812125070_190_MX452646_posHILIC.mzML,0.11146357,0.8269918,-0.11978816,-0.5312152,8.021548,-11.0994005
YW_200224_M431_091.mzML,1.9256436,-0.60069484,0.79168797,-1.5489203,8.0752535,16.922577
B1_WU350-007_d7_polar_pos.mzML,-0.46678635,0.031305593,-0.5677752,0.34244978,9.448886,-1.7718055
McCann_812287000_034_MX452646_posHILIC.mzML,-0.14311181,0.024590448,0.16369882,0.11698434,8.710252,5.223142
YW_200319_M431_081.mzML,0.17812556,0.6855775,2.0923302,-1.3117898,8.400691,15.493045
batch13/VT_200829_M436_283.mzML,-0.82182443,-3.0369797,-0.59945536,-1.9868509,-1.8528602,10.073976
B9_WU350-368_d3_polar_pos.mzML,-0.27462873,0.9751111,0.9018699,-0.7233025,10.894238,-8.277774
Positive_QC_3.mzML,-2.036362,0.38024405,-0.0819145,0.6359474,17.66544,-0.004813216
F088_210708_M462_117.mzML,0.019653378,0.95742077,-0.19347738,-1.1754334,8.200658,1.3427421
McCann_812242070_289_MX452646_posHILIC.mzML,0.20602818,1.1355475,-0.100848176,-0.6489081,7.6187263,-11.082331
F088_210809_M462_281.mzML,-2.77508,-1.9822922,-0.73360074,0.48232216,13.6522,18.565413
F088_210708_M462_081.mzML,0.3937989,1.5090008,-0.14915663,-0.934111,8.355956,1.3361788
B4_WU350-165_d3_polar_pos.mzML,-2.4387581,-1.5236615,-1.2024677,2.5973926,8.214001,-2.8270311
McCann_812065070_102_MX452646_posHILIC.mzML,-0.6384486,-0.28739795,0.1412082,0.6841856,11.08374,-2.7946985
batch21/VT_200909_M436_011.mzML,-0.08832771,-2.2893555,-0.86288077,-1.9635075,-5.0743737,8.900852
McCann_812224070_324_MX452646_posHILIC.mzML,-0.0350016,0.7769396,-0.13601339,-0.4667508,8.059661,-11.08638
B7_WU350-276_d3_polar_pos.mzML,-0.24200529,0.19772184,0.36423415,-0.011783437,7.812425,5.791069
F088_210730_M462_229.mzML,-2.9384964,-2.420045,-0.90534157,-0.4562478,14.244791,13.661839
McCann_812030150_030_MX452646_posHILIC.mzML,0.1034742,0.28727078,-0.09467496,-0.054334685,7.36072,4.4556465
B6_WU350-198_d7_polar_pos.mzML,-0.21347395,1.1777443,0.9797011,-0.66223526,10.908924,-8.307634
YW_200318_M431_129.mzML,0.64088506,0.37076408,1.5623883,-1.5485297,8.705998,15.585292
F088_210811_M462_261.mzML,-0.109361574,0.22150046,-0.15371276,-0.21520305,13.262147,17.491766
F088_210726_M462_097.mzML,0.11944716,1.4732924,0.2550917,-0.05058035,9.175303,1.9823952
B7_WU350-058_d84_polar_pos.mzML,0.20989673,1.60826,1.3945512,-0.67918044,11.104174,-9.145558
McCann_812165000_050_MX452646_posHILIC.mzML,-0.014792388,0.28699332,0.0816183,-0.16026029,6.96679,4.89335
McCann_812231070_245_MX452646_posHILIC.mzML,-0.5654455,-0.20488441,-0.10702057,0.40333742,8.993359,5.7436447
McCann_812084070_061_MX452646_posHILIC.mzML,-0.062361225,0.12812299,0.040133707,-0.08583611,8.005612,5.1278706
F088_210801_M462_115.mzML,0.15114878,0.92820597,0.17955187,0.1489328,8.5308695,2.3175077
F088_210723_M462_139.mzML,-0.19042526,1.3067043,0.16714336,0.42273238,8.504072,0.23119618
McCann_812056220_255_MX452646_posHILIC.mzML,-0.10399264,0.18934643,0.22960214,-0.051642805,7.6883516,5.418125
F088_210806_M462_275.mzML,-1.2480419,-0.17816086,-1.8009348,0.745967,16.883612,14.5306835
F088_210802_M462_067.mzML,0.14654323,1.5381606,0.5048732,0.297339,10.015163,1.7207565
McCann_812220220_304_MX452646_posHILIC.mzML,0.009753617,0.08941147,0.117457986,0.11506775,7.59458,5.6456885
F088_210806_M462_017.mzML,-1.689743,-0.61976826,-1.8355069,0.5702815,16.344881,14.314738
McCann_812058070_308_MX452646_posHILIC.mzML,-0.15667322,0.23234749,0.052634977,-0.1600754,8.186436,4.919998
B7_WU350-277_d3_polar_pos.mzML,-0.30428138,-0.22030768,-0.1067921,0.42673647,8.070823,6.377497
YW_200319_M431_129.mzML,0.5140511,-0.9143861,0.51728135,0.42202884,-1.4113832,-2.2462745
B9_WU350-356_d0_polar_pos.mzML,-0.32755068,0.8787293,0.82159245,-0.55940056,10.767208,-8.253014
F088_210808_M462_057.mzML,-1.2322586,-0.7804712,-0.51187074,-0.09606317,13.357083,12.909285
McCann_812011220_287_MX452646_posHILIC.mzML,0.06744006,0.9815666,-0.068963446,-0.5206112,7.8980017,-11.121926
F088_210804_M462_169.mzML,0.4518474,1.9336153,0.22799128,0.3444049,9.888443,1.5397604
batch38/VT_201015_M436_139.mzML,0.005819477,-1.5855134,-3.285772,-0.98281753,-3.4177635,1.5032841
McCann_812277150_215_MX452646_posHILIC.mzML,-0.5477592,-0.54686385,0.34660822,0.7832025,11.174713,-3.0829568
McCann_812277220_216_MX452646_posHILIC.mzML,-0.45846704,-0.35682082,0.1586643,0.6589912,11.082455,-2.7911434
F088_210808_M462_245.mzML,0.15271921,0.73124534,0.138629,0.27252,10.088858,2.4304574
F088_210801_M462_163.mzML,0.1418689,1.3154218,0.21014717,-0.013047381,9.475582,2.0665658
McCann_812206150_213_MX452646_posHILIC.mzML,-0.1610222,0.13948268,0.043235533,0.0647698,7.8547974,5.630198
YW_200319_M431_173.mzML,0.2814403,0.7278776,2.305578,-1.4753416,8.388049,15.546721
batch25/VT_200919_M436_139.mzML,-0.3724525,-1.9413942,-4.0945888,-0.82811093,-3.3927271,1.5224565
F088_210811_M462_101.mzML,-1.1373774,-0.60436344,-0.030668944,0.09955885,14.613517,16.732283
F088_210708_M462_173.mzML,-0.15113413,0.89916646,-0.20418331,-1.2169108,8.183803,1.3088945
F088_210804_M462_007.mzML,-0.5216897,0.3848537,-1.2185779,0.80567586,17.393227,14.902519
B7_WU350-297_d0_polar_pos.mzML,0.21625347,1.6573732,1.3902693,-0.7586574,11.072543,-9.199103
F088_210708_M462_045.mzML,0.06289457,1.2755982,-0.27421698,-1.1997035,8.20692,1.3262948
B2_WU350-084_d7_polar_pos.mzML,-1.5833666,-0.77423733,-0.82032627,1.5714552,8.496283,-2.8626132
McCann_812139150_065_MX452646_posHILIC.mzML,-0.7586765,-0.7541376,0.40568858,0.8853388,11.228975,-3.2701597
McCann_812074000_207_MX452646_posHILIC.mzML,0.06743561,0.5383421,0.022620004,-0.29461354,6.0098143,4.71393
McCann_812070150_272_MX452646_posHILIC.mzML,-0.71224684,-0.6499,0.4238668,0.8823803,11.202358,-3.171258
McCann_812014000_032_MX452646_posHILIC.mzML,-0.57866997,-0.60776633,0.21590328,0.86213213,11.193295,-3.1404436
B6_WU350-260_d0_polar_pos.mzML,0.37700108,1.9787302,1.7064035,-0.78630626,11.250691,-9.127417
F088_210728_M462_145.mzML,-0.4737811,0.3766752,-1.3218441,0.7521453,17.395401,14.905974
F088_210811_M462_013.mzML,-1.4621989,-0.7652543,-0.9389291,0.76296544,13.752989,17.947853
F088_210723_M462_275.mzML,-2.262301,-1.0995148,-2.0405748,0.5487335,15.952829,14.221699
F088_210811_M462_143.mzML,-2.2420528,-1.4360323,-1.1187435,0.9121551,13.688522,18.46207
F088_210809_M462_147.mzML,-2.7096114,-1.7357205,-0.9252739,0.8579363,13.670321,18.53486
F088_210802_M462_147.mzML,-1.83097,-0.64596516,-1.9656562,0.66009074,16.17956,14.274016
F088_210802_M462_205.mzML,0.17111543,1.5018777,0.35423607,0.21821429,10.021999,1.7165585
YW_200319_M431_099.mzML,-0.16665974,0.42739946,1.7461293,-1.071084,8.375819,15.451551
F088_210801_M462_123.mzML,-1.4456202,-1.0062824,-0.63827866,-0.30512244,13.732341,13.280551
McCann_812123070_318_MX452646_posHILIC.mzML,-1.2141404,-1.035357,0.5995629,1.1368293,11.352608,-3.6941118
batch21/VT_200909_M436_147.mzML,0.33238542,-1.0145452,-0.8255819,-2.0836632,-4.6799736,9.118862
F088_210801_M462_283.mzML,-1.3020321,-0.21799141,-1.6003503,0.5913798,16.850088,14.512413
F088_210730_M462_267.mzML,0.4513462,1.6065811,-0.034860287,-0.013145478,9.219844,1.5699359
F088_210801_M462_285.mzML,-2.6810527,-1.5475658,-1.675826,0.17273279,15.725053,14.188348
McCann_812183220_023_MX452646_posHILIC.mzML,-0.4692409,-0.11530313,0.16019769,0.47502992,9.023563,5.660074
F088_210809_M462_267.mzML,-0.07128227,0.026983008,-0.25374794,-0.38874546,13.278249,17.458935
McCann_812187070_206_MX452646_posHILIC.mzML,-0.5816225,-0.45734897,0.29288393,0.5964152,11.0899515,-2.796031
B7_WU350-205_d28_polar_pos.mzML,-1.3299842,-0.48207873,-0.68410355,1.3626639,8.596641,-2.762866
F088_210808_M462_161.mzML,-0.03566938,0.54100704,0.122976705,0.18190084,9.7305,3.002354
F088_210806_M462_023.mzML,0.13723202,1.0652351,0.061734848,0.076223336,8.595786,2.1470041
F088_210728_M462_277.mzML,0.03231719,2.050655,0.3412623,0.26859275,9.0161085,0.54335654
YW_200319_M431_085.mzML,1.2909126,-0.90024364,0.7215823,-1.091138,8.2781515,17.272099
VT_181203_M338_155.mzML,1.8865151,0.7030844,-1.3148232,0.8056309,4.101863,0.43873292
F088_210813_M462_321.mzML,-2.6252422,-1.7684758,-1.0817516,0.7547912,13.672708,18.53035
batch2/KL_200507_M436_287.mzML,1.9681554,0.07266264,-1.0774312,-2.536422,-3.861514,9.025387
F088_210801_M462_139.mzML,-1.1853045,-0.22130886,-1.5129721,0.7013123,16.879128,14.528728
McCann_812200000_166_MX452646_posHILIC.mzML,0.19224851,0.47682956,0.08120855,-0.08809828,6.416105,4.5376735
F088_210804_M462_093.mzML,0.63497484,1.90417,0.11843401,0.0038384683,9.728783,1.4325902
B6_WU350-244_d0_polar_pos.mzML,0.19717865,1.7019247,1.4091963,-0.87794405,11.180887,-9.115783
McCann_812186070_125_MX452646_posHILIC.mzML,-0.34529287,-0.01879074,0.17178603,0.18483235,8.551559,5.8695426
F088_210813_M462_271.mzML,0.298006,0.94951016,-0.18479583,-0.20679517,7.9934325,2.0340178
F088_210802_M462_015.mzML,-1.2082887,-0.18090534,-1.7005708,0.59871286,16.856852,14.515575
F088_210806_M462_059.mzML,0.012498444,0.31559417,0.05687122,-0.08799817,8.26666,4.4831476
B7_WU350-292_d3_polar_pos.mzML,0.1132518,1.7710364,1.5103172,-0.9161265,11.1526785,-8.991309
F088_210806_M462_019.mzML,-1.2287996,-0.84727967,-0.462408,0.0067059323,13.398014,12.949971
F088_210811_M462_139.mzML,-3.358294,-2.5446975,-1.0525069,0.69996524,13.659294,18.566622
20200723_037_FIT01-150-pos.mzML,0.6594238,2.7817466,0.8571521,2.7090702,21.689548,9.372811
McCann_812219000_264_MX452646_posHILIC.mzML,-0.021163985,0.26404226,-0.0005866941,0.0042424724,6.6659966,4.6500907
F088_210811_M462_265.mzML,-0.94783616,-0.56048167,-0.040568218,-0.09872167,14.502762,16.866108
McCann_812134000_028_MX452646_posHILIC.mzML,0.099190645,0.61739206,0.006873877,-0.23739281,6.0826707,4.7067184
F088_210808_M462_139.mzML,-0.7075884,0.06887979,-1.5773718,0.67084897,17.225225,14.761752
YW_200224_M431_037.mzML,1.8113266,-0.74424636,0.84613353,-1.4069681,8.068899,16.950178
F088_210806_M462_287.mzML,0.14932546,2.1574602,0.4233977,0.5446555,9.035167,0.586306
F088_210708_M462_161.mzML,-0.2056643,0.0304329,0.11882955,0.19864295,7.9949427,6.054965
McCann_812163000_115_MX452646_posHILIC.mzML,-0.6454294,-0.50628895,0.2463821,0.6984852,11.164893,-3.0516229
