,PCA1,PCA2,PCA3,PCA4,UMAP1,UMAP2
VT_160801_M198_097.mzML,0.41389915,0.5695126,-1.2139177,0.3156634,2.6312714,1.3467078
VT_160225_105.mzML,-1.3829137,1.5494684,-0.41972625,-0.08087056,12.904745,0.024677614
pHILIC_2_39.mzML,-0.3423738,0.950064,0.15046014,0.76197475,20.447824,11.136291
pHILIC_2_347.mzML,-0.5400784,0.79643947,0.11753456,0.8228566,20.690546,10.903597
VT_160721_M198_099.mzML,-0.69741553,-0.4094126,1.2864946,0.28229085,18.972828,3.8819382
VT_160721_M198_027.mzML,0.37299594,0.58611715,-1.2025648,-0.505808,2.3783486,1.6621277
VT_160803_M198_071.mzML,-0.70039505,-0.50646096,1.2908498,0.5411007,18.738384,3.9446568
VT_160723_M198_073.mzML,-0.2917644,-0.34012845,1.0961267,0.54061097,17.891817,4.1808763
VT_160223_007.mzML,-0.561689,1.5195184,-0.619394,0.00035784952,14.124035,0.13736571
VT_160731_M198_071.mzML,-0.20301288,-0.440096,1.1790568,1.1974458,17.333252,3.9034345
VT_160223_135.mzML,-0.98091346,2.143722,-2.4128573,0.4392796,9.044618,-6.280945
VT_160801_M198_079.mzML,-0.22536348,-0.21229997,0.5225387,0.347512,8.626254,5.9013424
VT_160224_089.mzML,-0.47843224,1.9088463,-0.92500836,0.22519034,13.934294,0.2551295
VT_160720_M198_075.mzML,-0.8940477,-0.30268925,2.0784366,-0.039417956,19.437279,3.4575372
VT_160223_065.mzML,-0.6970013,1.7640647,-0.36411124,-0.37747252,14.191544,-0.43008858
VT_160731_M198_051.mzML,-0.054975614,0.21454442,0.15481421,-0.071578346,8.162608,4.797461
VT_160223_069.mzML,-0.88781244,2.2602289,-2.4034228,0.5798588,9.064175,-6.258673
VT_160716_M198_125.mzML,0.006970968,-0.23079062,1.2073737,0.7782748,17.254614,3.9576437
VT_160725_M198_091.mzML,-0.415793,-0.23162141,1.6137521,-0.07600267,18.264313,3.9839365
VT_160730_M198_053.mzML,0.028851751,-0.14648896,0.18201812,0.3697996,7.4818435,6.5998697
VT_160803_M198_083.mzML,-0.063704096,0.5436182,0.13295174,-0.35125157,6.0112977,4.718309
VT_160727_M198_023.mzML,0.2931927,0.3514615,-1.1019722,0.7573827,2.679278,1.2993288
VT_160730_M198_041.mzML,-0.7245506,-0.69350564,1.8848606,0.1488421,18.084,3.5879977
VT_160722_M198_055.mzML,-0.08604553,0.9429677,-1.4967068,-1.8389788,1.6285908,1.332229
VT_160723_M198_015.mzML,-0.28938004,-0.34740707,1.3102472,0.69151276,17.538485,3.9909296
VT_160729_M198_041.mzML,-0.52346337,-0.5973236,1.7223048,0.27445188,18.037424,3.6225824
VT_160803_M198_013.mzML,-0.008128299,1.0680244,-1.7955179,-2.0561502,1.5462288,1.2007942
VT_160725_M198_043.mzML,-1.1732904,-1.068216,3.139366,-0.14147688,18.258116,3.2390997
VT_160726_M198_001.mzML,-0.24219133,-0.21293741,-2.3439574,-0.0051653422,1.6009495,0.08236721
VT_160731_M198_067.mzML,-0.287328,-0.5049258,1.4032618,1.3847263,17.331661,3.8403134
VT_160725_M198_027.mzML,-0.6763648,-1.1023072,2.2863371,0.9759961,17.922935,3.2521563
VT_160715_M198_103.mzML,-0.32846484,-0.36682853,1.0660623,0.43195057,17.940067,4.207792
VT_160715_M198_127.mzML,-0.49900007,0.13571604,0.4454867,0.37739757,8.438783,6.068868
VT_160716_M198_107.mzML,-0.4011423,0.10935519,1.0794497,0.2202054,19.78635,3.9369547
Patient_Positive_P-40.mzML,-2.966568,0.1683366,-0.1653567,0.60337067,17.69114,-0.00036098502
VT_160728_M198_039.mzML,-0.95631295,-1.0674038,1.7372855,0.7862791,18.7113,3.3367572
VT_160224_029.mzML,-0.56896544,1.9122277,-0.93807316,-0.09877434,13.882566,0.21162274
VT_160801_M198_099.mzML,0.080924116,0.277254,0.00740962,0.13104402,8.504753,4.3774714
VT_160723_M198_011.mzML,-0.5361384,-0.8647238,1.5226359,1.1364602,17.753475,3.5491638
VT_160802_M198_039.mzML,-1.412137,-1.6537766,3.075724,1.1759442,18.185863,3.2003787
VT_160129_027.mzML,-1.1973403,2.2114313,0.12714362,-0.76086676,13.9421835,-0.49408603
VT_160730_M198_029.mzML,-0.85522264,-0.5941929,1.5086247,0.7649225,18.669716,3.7068026
VT_160728_M198_053.mzML,-1.0814059,-1.0264199,2.3300607,0.37898692,18.404675,3.319821
VT_160720_M198_119.mzML,-0.5548811,0.26351714,1.2221485,0.35001892,19.781586,3.9171786
VT_160725_M198_111.mzML,-0.7341452,-0.6288627,2.2111278,0.13928156,18.194618,3.4630184
VT_160728_M198_067.mzML,-0.87878996,-1.0606731,2.5844648,0.25223002,18.193604,3.2692227
pHILIC_2_97.mzML,-1.4894153,0.3079422,0.8221616,0.8654923,13.873351,-5.8134074
VT_160716_M198_121.mzML,0.030057179,0.10623911,1.413398,0.80592227,17.182302,3.925241
VT_160730_M198_007.mzML,0.0062404554,-0.10127114,0.84507287,0.14458993,17.841852,4.2867856
VT_160716_M198_073.mzML,-0.9084294,-0.5070171,1.6535462,0.18839742,18.966047,3.6701448
VT_160729_M198_097.mzML,-1.3334876,-1.133051,2.625069,1.1644695,18.09427,3.201034
pHILIC_2_276.mzML,-0.6436143,1.5983444,0.08773095,1.440476,20.57327,11.032533
VT_160801_M198_075.mzML,-0.25448114,-0.22822443,1.3519534,0.10923128,18.072199,4.1587386
VT_160722_M198_047.mzML,0.42236242,0.6907578,-1.3986894,-0.68107414,2.3125305,1.674411
pHILIC_2_36.mzML,-0.52372205,0.8142591,0.38358945,0.532322,20.403528,11.174078
VT_160718_M198_013.mzML,-0.837613,0.13765523,2.416894,-0.103610426,19.502886,3.5065084
pHILIC_2_30.mzML,-0.10727142,0.1256483,0.022502534,-0.0030801985,7.57322,5.453322
VT_160722_M198_125.mzML,0.051651873,0.31336904,-0.014398894,-0.16720746,7.3202977,4.6018896
VT_160723_M198_069.mzML,-0.038771458,0.4435154,-0.90124035,-0.8651573,1.6212392,1.5806357
VT_160727_M198_031.mzML,0.19495636,0.07475742,1.4160093,1.0810256,17.166042,3.9158454
VT_160725_M198_069.mzML,0.20239185,0.30238608,1.4756274,0.7066058,17.171246,3.9199212
VT_160802_M198_089.mzML,-0.34545752,-0.5421601,1.6039618,0.7704452,17.610785,3.6374316
VT_160728_M198_115.mzML,-0.6569217,-1.0539918,2.4473543,0.58670247,17.961592,3.2192976
VT_160723_M198_121.mzML,0.10301378,0.3234848,0.08992242,-0.122555636,6.916438,4.8337207
VT_160725_M198_117.mzML,-1.4469818,-1.1341931,3.380138,0.15916012,18.236086,3.2301142
VT_160728_M198_015.mzML,-0.5145519,0.26314962,1.5094213,0.029040253,19.718275,3.8303428
Patient_Positive_P-38.mzML,-1.338918,0.30747283,-0.31341234,0.4042915,17.497551,-0.040634193
VT_160123_063.mzML,-0.6401013,2.2693188,-1.3888687,0.51170856,13.49729,-0.9950536
VT_160224_107.mzML,-0.87114745,1.6566455,-0.5707251,-0.20935576,13.129535,0.14976896
VT_160728_M198_043.mzML,-0.4077436,-0.25150144,0.74909407,0.2061593,18.656967,4.250514
VT_160731_M198_063.mzML,0.37688434,0.5872417,-1.1900681,-0.042033717,2.3768258,1.6347882
VT_160729_M198_029.mzML,0.3260309,0.56087446,-1.1854103,-0.3716493,2.3752646,1.6853902
VT_160717_M198_013.mzML,-0.85192186,-0.40157104,1.057419,0.5866255,18.912395,3.9559393
VT_160803_M198_055.mzML,-0.075947344,0.11017373,0.2498536,-0.17735986,8.31452,5.209004
P_HA_PL25_B1_053_40514.mzML,-0.58195853,1.1297342,1.2411156,1.2185766,4.0355115,-7.5290966
VT_160223_119.mzML,-0.86351544,1.7748932,-0.723198,0.17020021,13.772238,0.1152558
VT_160723_M198_125.mzML,0.016752752,0.25891685,0.56796294,-0.058386005,7.831106,5.3380013
VT_160726_M198_013.mzML,-0.565278,0.23619018,1.2388015,0.31737536,19.769018,3.9063425
VT_160224_005.mzML,-1.1226472,1.801872,-2.014246,0.43197685,8.909501,-6.431891
VT_160728_M198_049.mzML,-1.0006714,-0.9330924,2.2923837,0.4050207,18.4081,3.3418286
VT_160223_127.mzML,-0.56374985,1.2501326,-0.6197408,0.42465648,14.160509,0.20656799
VT_160731_M198_069.mzML,-0.056634493,-0.33776563,1.1424166,1.219902,17.332834,3.9219801
pHILIC_2_331.mzML,-0.36807722,0.29333726,1.0291594,0.7997956,20.382143,11.187443
VT_160715_M198_107.mzML,-0.74203354,-0.87725174,1.9162501,0.60616124,18.054491,3.3052726
VT_160216_049.mzML,-1.3763585,1.3318703,-0.53341603,1.0015641,13.868646,-0.93868136
VT_160731_M198_089.mzML,0.3363856,0.61475515,-1.2835412,-0.070761524,2.0533566,1.5511049
VT_160803_M198_091.mzML,0.12894195,0.6142289,-1.509133,-1.4800162,1.5030013,1.359794
VT_160225_011.mzML,-1.3215342,2.8039792,0.0510993,-0.29810187,13.926656,-0.4914921
VT_160204_131.mzML,-0.22969316,2.0429325,-0.5816368,1.0937144,13.689386,-0.93246436
VT_160731_M198_061.mzML,0.3676212,0.73067826,-1.2976452,-0.10591457,2.3729577,1.6646211
VT_160716_M198_097.mzML,0.10083419,0.46160707,-1.2308048,-0.82896507,1.621221,1.5282489
pHILIC_2_33.mzML,-0.25615248,0.5966394,0.332378,0.515552,20.429874,11.149028
VT_160801_M198_053.mzML,-0.42730704,-0.18092248,1.9969761,-0.10087748,18.201988,3.8121288
VT_160801_M198_027.mzML,0.492836,0.7799522,-1.45305,-0.6496419,2.3130233,1.6592718
VT_160729_M198_037.mzML,-0.68069863,-0.9117786,2.2136238,0.37715414,18.051676,3.3309677
VT_160716_M198_047.mzML,-0.44464168,0.102140434,0.9213705,0.33280942,19.7649,3.9098916
VT_160727_M198_033.mzML,0.34256032,0.4648642,-1.0025791,0.60685664,2.7071567,1.2828813
VT_160720_M198_057.mzML,-0.56030107,0.383666,1.3821594,-0.25686714,18.246641,4.0811195
VT_160723_M198_023.mzML,0.47057542,0.76373833,-1.4850482,-0.47088525,2.2650275,1.6375045
VT_160729_M198_081.mzML,-0.20576183,0.1635691,0.43620205,-0.067636795,7.889127,5.707473
VT_160722_M198_123.mzML,0.1505409,0.17179245,0.1531774,-0.25499758,7.645237,5.0509667
VT_160728_M198_105.mzML,-0.8396261,-0.78674215,1.70273,0.85564685,18.090937,3.3856266
VT_160801_M198_013.mzML,0.64815027,1.0218568,-1.8115841,-0.66193753,2.2425892,1.5987188
VT_160717_M198_059.mzML,-0.73373616,-0.2769978,1.5486622,0.08944435,18.33152,3.8602598
VT_160225_007.mzML,-1.0857521,2.5473917,-0.061306916,-0.30150104,13.948066,-0.49716708
VT_160725_M198_071.mzML,-0.04364883,-0.29880023,1.2530547,0.7722894,17.271786,3.9177034
VT_160720_M198_117.mzML,-0.00047450967,0.4478126,-1.2087281,-1.1591287,1.5114062,1.4121368
VT_160223_067.mzML,-0.8211123,2.010316,-2.25694,0.66883546,9.054384,-6.2698355
VT_160726_M198_011.mzML,-0.56880856,-0.33043057,2.2661924,-0.22678047,18.821487,3.5375962
VT_160729_M198_091.mzML,-0.6360927,-0.06077905,1.5386952,-0.12445776,18.079494,4.0788064
VT_160729_M198_101.mzML,-0.9043674,-0.5282951,1.7437329,1.0096455,17.822985,3.4772074
VT_160725_M198_109.mzML,-1.1191849,-1.33864,3.008317,0.3284414,18.237059,3.2287061
VT_160731_M198_015.mzML,-0.31597382,-0.18156411,1.7375978,0.057002567,18.205812,3.9781642
VT_160723_M198_067.mzML,-0.012158426,0.49848545,-1.0352286,-0.92825055,1.6042336,1.5665461
VT_160729_M198_039.mzML,-0.46068674,-0.41373545,1.8997923,0.10758042,18.033615,3.745506
VT_160726_M198_119.mzML,0.43911934,0.7462071,-1.4273854,-0.46241155,2.3106747,1.6587725
VT_160123_105.mzML,-0.9674085,1.7576051,-0.12993412,-1.04883,13.315075,-0.04703769
VT_160721_M198_031.mzML,-0.6819945,-0.4168365,1.0211992,0.52453953,18.859846,4.0210733
VT_160803_M198_067.mzML,-1.0535501,-0.7284541,1.6130459,0.55866545,18.803642,3.5613976
VT_160802_M198_035.mzML,-0.68698734,-0.7919023,1.6597936,1.1546521,17.948505,3.3999388
VT_160803_M198_069.mzML,-0.935484,-0.9506521,1.9951808,0.69666344,18.552624,3.3353274
VT_160730_M198_051.mzML,0.343819,0.5821655,-1.323667,0.10566233,2.3163786,1.5229678
VT_160123_107.mzML,-1.0359502,1.8143079,-0.13434874,-0.9029298,13.287535,-0.039479643
VT_160725_M198_045.mzML,-1.0745331,-1.2062485,3.2116036,-0.11906332,18.272633,3.2209306
VT_160717_M198_057.mzML,-0.8362618,-0.30142358,1.6847671,0.27397785,18.389196,3.7751787
VT_160715_M198_087.mzML,-0.6297135,-0.4086875,1.239283,0.3607154,18.856287,3.9573066
VT_160727_M198_101.mzML,-0.4862025,-0.25828263,1.5976112,0.5587681,17.595358,3.812631
Patient_Positive_OP_4.mzML,0.20622694,0.47814038,0.113943756,0.13378054,6.393869,4.3452177
pHILIC_2_349.mzML,-0.36237717,0.20192657,0.36816862,0.3546359,8.947149,5.3524523
VT_160721_M198_041.mzML,-0.3073401,-0.05684141,1.6104189,-0.13293362,19.338152,3.7606883
VT_160720_M198_009.mzML,-1.2302793,-0.6197988,1.7933028,0.31805232,19.269625,3.3031638
VT_160716_M198_013.mzML,0.5401588,0.9670484,-1.6629798,-0.7609262,1.9503454,1.4661944
VT_160121_133.mzML,-1.21608,1.4823049,-2.1019912,-1.4072245,7.500426,-7.264872
VT_160220_109.mzML,-0.39515358,1.7660606,-0.89397836,0.19833028,13.940492,0.27424544
VT_160223_101.mzML,-1.0231628,2.0938692,-0.5684883,-0.32361612,13.876623,-0.28248227
VT_160223_089.mzML,-0.898378,0.6706159,-0.22167198,0.43235272,14.618032,-0.22634248
VT_160726_M198_109.mzML,-0.27609977,0.1580373,0.6899296,0.10947284,8.303276,5.969446
VT_160720_M198_069.mzML,0.25512758,0.8507594,-1.4314662,-1.0827916,1.6006299,1.3720133
VT_160731_M198_107.mzML,0.1196825,0.08284637,-0.17793775,-0.35912532,7.188996,5.2230663
VT_160216_133.mzML,-0.88218236,1.5120841,-2.2856958,0.16412222,8.892252,-6.4487176
VT_160726_M198_113.mzML,-0.74535793,-0.3683335,1.5186347,0.41258618,18.949997,3.8546128
VT_160715_M198_065.mzML,0.035738245,0.50864595,-0.003643592,0.052466087,7.330115,4.325008
VT_160729_M198_015.mzML,-0.36636746,-0.6682835,1.5901341,1.1139383,17.670475,3.5978053
VT_160722_M198_069.mzML,-0.6155557,-0.17401138,2.6073527,-0.27343482,18.278843,3.625695
VT_160224_087.mzML,-0.46063954,1.8615643,-1.0695636,0.068611465,13.915131,0.2509427
VT_160801_M198_071.mzML,-0.5582631,-0.81575894,1.9652619,0.29004118,18.02442,3.4396164
VT_160730_M198_069.mzML,-0.69362277,-0.36026925,1.4615401,0.33080658,18.521423,3.8417606
VT_160718_M198_039.mzML,-0.57276696,0.25386918,1.87536,-0.31701648,19.573149,3.692253
VT_160718_M198_049.mzML,0.44572276,0.9858992,-1.4849917,-0.7724174,2.2669592,1.6422654
VT_160720_M198_095.mzML,-0.39550728,0.16133803,1.5885259,0.007419182,19.712645,3.8174348
VT_160224_105.mzML,-0.8789329,1.4526764,-0.5052068,-0.25991252,13.162777,0.14732957
VT_160801_M198_049.mzML,-0.5913369,-0.548678,2.157926,-0.06987074,18.213789,3.6275885
pHILIC_2_246.mzML,-0.45535377,1.3266368,-0.017120171,1.2074603,20.633364,10.970597
VT_160730_M198_099.mzML,0.17419969,0.6143271,-1.058249,-0.71508825,2.2496986,1.7058412
pHILIC_2_195.mzML,-0.59828395,0.45163187,0.9412301,0.75625753,20.38928,11.182944
VT_160223_041.mzML,-0.5883217,1.3748662,-0.77488214,0.17137651,14.106741,0.22023623
VT_160220_137.mzML,-0.98133767,1.7786018,-2.1341023,0.7321824,8.93537,-6.402768
Patient_Positive_OP_12.mzML,-0.0566708,-0.041075386,-0.043113075,0.053497992,8.111327,5.490872
VT_160723_M198_091.mzML,-1.3802794,-1.5520487,2.4724362,1.242894,18.40755,3.2241886
VT_160731_M198_075.mzML,-0.45345503,-0.3966404,1.4035809,0.47386143,17.87694,4.0175567
VT_160720_M198_035.mzML,-0.80918604,-0.043286994,1.8246,0.32745144,19.523775,3.4629228
VT_160223_039.mzML,-0.6877711,1.6087942,-0.82481563,0.10764204,13.993162,0.19740167
VT_160803_M198_043.mzML,-0.6159734,0.2729702,1.9856082,-0.13229693,19.540346,3.6522171
pHILIC_2_288.mzML,-1.5290228,0.3514441,1.0041071,0.9947377,13.893893,-5.8711576
Control_Positive_OP_8.mzML,-0.063705355,0.12693703,0.16652124,0.12713328,7.6907268,5.6183214
VT_160225_111.mzML,-1.262772,1.135538,-0.70274603,-0.29989156,12.665353,0.104111664
VT_160721_M198_097.mzML,-0.9463787,-0.6328586,1.7179666,0.23319893,19.257917,3.3742542
VT_160723_M198_095.mzML,-1.0140544,-0.8442703,1.828779,1.2044055,18.537884,3.3335204
VT_160730_M198_033.mzML,-0.19134223,0.065926075,0.026955457,-0.23529914,6.46194,5.170187
VT_160716_M198_109.mzML,0.16725197,0.5858307,-1.1945305,-0.7741218,1.713261,1.581231
VT_160715_M198_079.mzML,0.21932912,0.37661713,-1.0532097,-0.18290405,1.8519803,1.5454932
pHILIC_2_168.mzML,0.05544783,0.60104346,0.03894437,0.38653415,6.416357,4.283452
pHILIC_2_104.mzML,-0.29437667,0.95843023,0.12424508,0.76226664,20.422241,11.160156
VT_160718_M198_027.mzML,-0.64495736,-0.61171716,1.8394194,-0.044120193,18.945879,3.6294682
VT_160726_M198_019.mzML,-0.9385853,-0.634799,1.6964979,0.41978484,18.813337,3.5916212
VT_160716_M198_067.mzML,-0.39013183,-0.26723015,1.0724998,0.22390713,18.638779,4.2269015
VT_160216_053.mzML,-1.3967689,1.4072121,-0.5711366,1.197449,13.820412,-0.95132244
VT_160225_047.mzML,-0.95654577,1.6783508,-0.57965386,-0.13882664,13.104734,0.15743859
VT_160716_M198_025.mzML,0.14405291,0.49922886,-1.152124,-0.26436347,1.8431193,1.5586176
VT_160718_M198_063.mzML,-0.76744324,-0.75634485,1.81356,0.14055991,18.789211,3.5702658
VT_160720_M198_091.mzML,-0.019208703,0.7508161,-1.1821991,-1.4098731,1.5609145,1.4737926
VT_160720_M198_007.mzML,-1.1053171,-0.4619887,1.6543343,0.25755027,19.337818,3.3675992
VT_160803_M198_021.mzML,0.09382245,0.8343205,-1.3298247,-1.2297541,2.1059518,1.6602699
VT_160731_M198_053.mzML,-0.44044667,-0.624827,1.7374494,0.39180645,17.995165,3.57809
VT_160721_M198_071.mzML,-1.0648881,-0.5434826,2.166274,-0.04530793,18.90052,3.4331121
VT_160802_M198_023.mzML,-0.96978766,-0.89782554,2.1692777,0.56940913,18.251057,3.2977326
VT_160723_M198_063.mzML,-0.7904782,-1.0919542,2.1865835,0.81718,18.031466,3.2327547
pHILIC_2_117.mzML,-1.0108428,0.42655975,0.6906554,0.72882915,14.034283,-5.750119
VT_160801_M198_029.mzML,0.3413067,0.49649608,-0.97975266,-0.5680064,2.317673,1.6857538
VT_160731_M198_105.mzML,0.16038288,0.4747534,-1.0849965,-0.5114779,1.8151995,1.5836871
VT_160224_011.mzML,-1.5979996,1.5646259,-0.45435363,-0.33435366,14.143852,-0.37161586
VT_160225_009.mzML,-1.1427647,2.3852096,0.02136445,-0.45742336,13.960878,-0.54853636
VT_160123_093.mzML,-0.9479438,1.6691408,-1.2056035,0.42787784,13.559922,-1.0091296
VT_160730_M198_049.mzML,-0.07251116,0.028434366,0.09824251,0.2648052,7.71976,6.389405
VT_160223_117.mzML,-0.768702,1.5297577,-0.6523182,-0.04285588,13.945634,0.0822358
VT_160729_M198_121.mzML,-2.1492064,-1.0706416,3.3315914,0.5528334,18.269804,3.2221208
VT_160216_061.mzML,-0.8404326,1.4104538,-0.669535,0.86045927,13.810763,-0.9439765
VT_160729_M198_027.mzML,0.6026264,0.94088554,-1.6305627,-0.6483008,2.3660865,1.6843462
VT_160224_037.mzML,-0.6327046,1.5579029,-0.70193374,0.18995352,13.991577,0.22325116
VT_160725_M198_061.mzML,-0.25737315,-0.3623829,0.89858025,0.44250223,18.162695,4.210123
VT_160801_M198_067.mzML,-0.42478284,-0.8218149,1.9277555,0.32185203,18.037601,3.4687085
VT_160801_M198_069.mzML,-0.4044428,-0.68676746,1.7000453,0.16024041,18.119867,3.6100433
Patient_Positive_OP_22.mzML,-0.38460398,1.3936719,0.45520985,0.057339482,14.145349,-7.912765
VT_160216_051.mzML,-1.3235228,1.5221105,-0.4555002,1.0156286,13.8684435,-0.9609377
VT_160216_063.mzML,-0.805602,1.5205456,-0.67586017,0.7778683,13.79851,-0.9457966
VT_160716_M198_075.mzML,0.08752695,0.5926199,-1.1191502,-1.0690718,1.5788026,1.5301603
pHILIC_2_313.mzML,-0.24586624,0.07771239,0.16759478,-0.19011147,8.455809,5.969785
VT_160215_135.mzML,-0.88895214,1.2351787,-1.9779371,0.5999092,8.777734,-6.5314174
VT_160717_M198_017.mzML,-1.2425003,-0.67222995,1.5579404,0.83397907,19.043232,3.2666216
pHILIC_2_126.mzML,-0.15481071,0.8655662,0.23049386,0.57715285,21.210468,9.946807
VT_160202_097.mzML,-0.7502504,1.5435672,-0.49064556,-0.57668847,13.332454,0.06851423
VT_160730_M198_039.mzML,-0.9051347,-0.8845901,2.173892,0.5084447,18.30789,3.3049693
VT_160728_M198_101.mzML,-0.11066776,0.21786006,0.069229096,0.13576812,7.7487125,5.5246973
VT_160720_M198_055.mzML,-0.41337988,0.13723889,1.924655,-0.089606054,18.15494,3.9553368
VT_160220_131.mzML,-0.6319794,1.1695541,-0.71252024,-0.2753237,13.95077,0.011307225
VT_160729_M198_095.mzML,-0.42694938,-0.19974239,1.4769018,0.0699121,18.056665,4.0861588
VT_160204_027.mzML,-0.6665859,1.2231456,-0.78550845,-1.2597549,13.593632,-1.7699051
Control_Positive_OP_14.mzML,0.07596596,0.26951665,0.026983837,0.0003600996,7.6446204,4.606111
Positive_QC_8.mzML,-2.1806557,0.24747314,-0.065267615,0.543236,17.651606,-0.008194666
VT_160725_M198_093.mzML,-0.40169448,-0.3456594,1.6077434,0.0028190557,18.325039,3.9807434
VT_160725_M198_079.mzML,-0.58794296,-0.6838937,1.5726322,1.0893333,17.712828,3.5638924
VT_160725_M198_017.mzML,-0.37222752,-0.5354985,1.4621551,0.81533664,17.757828,3.8505685
VT_160718_M198_055.mzML,0.16827704,0.5632409,-1.7547638,-0.9657673,1.5549986,1.3571167
VT_160224_041.mzML,-0.63423675,1.7734183,-0.79720134,0.1366356,13.956936,0.22950828
VT_160715_M198_077.mzML,-0.42755285,-0.28140372,0.9146803,0.53860956,18.767967,4.1672997
VT_160717_M198_033.mzML,0.14356908,0.34302002,-0.15422253,-0.085857004,7.3477154,4.4044805
VT_160223_091.mzML,-0.82937,2.2647772,-0.63852215,-0.3577377,13.854683,-0.29608873
pHILIC_2_268.mzML,-0.39713886,1.0081546,0.124687284,0.94593394,20.61766,10.981228
VT_160731_M198_065.mzML,-0.34105897,-0.5751059,1.3471112,1.0882771,17.707048,3.7169418
VT_160223_011.mzML,-0.6613267,1.3855658,-0.6127732,0.16330263,14.152499,0.19421917
VT_160725_M198_125.mzML,-0.7129102,-0.63112235,1.9124058,0.17849803,18.135427,3.5573905
VT_160725_M198_073.mzML,0.014292253,0.01499318,1.3958291,0.7736659,17.201862,3.9157066
VT_160727_M198_015.mzML,0.3140471,0.489819,-1.0235354,-0.20540312,2.381484,1.6835829
VT_160225_119.mzML,-1.1031419,1.2959334,-0.5809029,-0.20790562,12.880814,0.12560716
VT_160716_M198_087.mzML,-0.8888189,-0.64672905,1.7661201,0.8488831,17.772753,3.5451748
VT_160803_M198_047.mzML,-0.05961121,0.73612714,-1.1067182,-1.2233539,1.8351507,1.6646203
VT_160721_M198_023.mzML,-0.75749546,0.20391896,1.2873117,0.29015642,19.760918,3.879774
VT_160223_097.mzML,-0.9966678,2.0560095,-0.54043454,-0.28757003,13.923893,-0.25826883
pHILIC_2_156.mzML,-0.7618439,0.3299374,0.41806597,0.7882606,13.518978,-5.6066804
VT_160721_M198_063.mzML,-1.3143576,-0.8918733,2.5291722,-0.30517715,19.075577,3.3022156
VT_160721_M198_069.mzML,-1.3784295,-0.7215135,2.4406073,0.18704292,18.92239,3.378344
VT_160721_M198_101.mzML,-0.8496813,-0.8645658,1.8895005,0.3425392,18.9714,3.4518213
P_HA_PL25_B1_037_43923.mzML,-0.094623305,1.7042413,1.5207461,1.6268235,4.023974,-7.6235347
VT_160802_M198_085.mzML,-0.62176496,-1.129646,2.1790664,0.97459453,17.969711,3.240139
VT_160802_M198_027.mzML,-0.69288486,-0.664226,1.6533468,0.26033103,18.510551,3.6738663
VT_160722_M198_045.mzML,0.34365052,0.38413513,-1.0827981,-0.5008413,2.3206935,1.7365183
VT_160715_M198_089.mzML,-0.5471012,-0.2736626,0.95004016,0.21930505,18.65987,4.2128916
VT_160720_M198_093.mzML,-0.44319224,0.18189837,1.2810463,0.053555876,19.74328,3.8503757
VT_160224_131.mzML,-0.82268834,1.7784038,-0.53030336,0.20627797,13.748892,0.11696215
VT_160717_M198_073.mzML,0.34322557,0.68150777,-1.3158311,-0.32864404,2.0260077,1.5693561
P_HA_PL25_B1_091_46665.mzML,-0.48528716,1.2945192,1.2956767,1.2977141,4.0481,-7.548327
VT_160725_M198_039.mzML,-0.18864608,-0.25376892,1.153088,-0.07781722,18.10209,4.220484
VT_160725_M198_077.mzML,-0.025385808,-0.3151626,1.3987631,0.8491316,17.197027,3.885272
VT_160717_M198_023.mzML,-0.23218463,-0.20260806,0.7414812,0.35263702,17.890055,4.3327427
VT_160220_111.mzML,-0.433331,1.7269219,-0.7133824,0.23839836,13.969591,0.28272972
VT_160729_M198_061.mzML,-0.82450867,-0.8513808,1.9710244,0.72602725,18.294773,3.284986
VT_160730_M198_097.mzML,-0.24971312,-0.21936238,1.44555,0.07597649,18.193104,4.08266
VT_160725_M198_021.mzML,-0.29607782,-0.07481727,1.0083339,0.36360022,18.472322,4.258824
VT_160725_M198_075.mzML,-0.0022831755,-0.33118847,1.2944782,0.8247825,17.25834,3.891857
VT_160725_M198_041.mzML,-0.2534901,-0.17554045,1.4271172,-0.0011919569,18.075794,4.1471763
VT_160717_M198_015.mzML,-1.3413787,-0.86324114,1.7268128,0.7843353,18.981678,3.2522616
pHILIC_2_290.mzML,-2.0855458,0.16706927,1.3666859,1.3746686,13.645586,-5.9916205
VT_160803_M198_075.mzML,-0.5361359,-0.19106391,1.382732,-0.15212597,19.647995,3.8062842
Patient_Positive_OP_5.mzML,-1.307405,0.20920175,-0.1674916,0.3083448,17.464367,-0.03575162
pHILIC_2_98.mzML,-0.46133384,0.86220604,0.06100747,0.92289925,20.71664,10.873522
pHILIC_2_185.mzML,-0.40299103,0.88029057,0.13121831,0.97025716,20.721455,10.86823
VT_160218_135.mzML,-0.8184453,1.7111049,-2.2394009,0.4981506,8.9599085,-6.378394
VT_160718_M198_069.mzML,-1.2519352,-0.25629523,1.5796232,0.45212525,19.415255,3.394878
Control_Positive_OP_41.mzML,-0.37189516,1.4510319,0.49881363,0.021516027,14.148095,-7.9168124
pHILIC_2_325.mzML,-1.6052512,0.3653791,1.1620398,0.9453163,13.95841,-5.856686
VT_160223_063.mzML,-0.7427234,1.5645285,-0.35487607,-0.32175514,14.253819,-0.39137384
VT_160223_045.mzML,-0.86457944,1.8382761,-0.43870628,-0.55897284,14.08981,-0.37281728
